years_experience,position,skills,location,market_salary,final_salary
12,Lead,"['Apache Spark', 'CI/CD', 'CSS', 'MySQL', 'PyTorch', 'Python', 'SQL', 'SQLite']",Pune,3875000,3641000
18,Senior,"['C', 'CSS', 'LangGraph', 'OpenAI API', 'Python', 'Redis', 'SQL']",Mumbai,4307000,4937000
7,Mid,"['AWS', 'Android Development', 'C++', 'MongoDB', 'Python', 'SQL', 'iOS Development']",Delhi,2164000,2116000
9,Mid,"['Authentication', 'PostgreSQL', 'SQL']",Pune,1796000,1909000
17,Lead,"['Bootstrap', 'Computer Vision', 'Dashboarding', 'Data Analysis', 'Docker', 'Python']",Chennai,3576000,3471000
5,Mid,"['Computer Vision', 'DynamoDB', 'OpenAI API', 'Python', 'React Native', 'TypeScript']",Bangalore,2095000,1871000
8,Senior,"['API Design', 'CSS', 'Docker', 'Generative AI', 'MLOps', 'Power BI', 'Python', 'SQL']",Pune,2851000,2835000
13,Manager,"['AWS', 'Azure', 'C', 'Django', 'Generative AI', 'Groq API', 'Machine Learning', 'Python', 'Terraform']",Pune,4414000,4484000
7,Senior,"['Docker', 'FAISS', 'JavaScript', 'NumPy', 'Prompt Engineering', 'Python', 'Rust', 'Terraform']",Mumbai,3339000,3181000
12,Lead,"['Computer Vision', 'Excel', 'MLOps', 'Machine Learning', 'Nginx', 'OpenAI API', 'Python', 'SQLite', 'Spark', 'Vector Databases']",Pune,3852000,3545000
18,Lead,"['Data Analysis', 'Machine Learning', 'NumPy', 'Python', 'SQL']",Hyderabad,4562000,4644000
12,Lead,"['Authentication', 'GraphQL', 'MLOps', 'Python', 'RAG', 'Redis', 'SQL', 'iOS Development']",Mumbai,4949000,4570000
5,Junior,"['LangGraph', 'SQL']",Delhi,1639000,1689000
20,Lead,"['Azure', 'ETL', 'Excel', 'OpenAI API', 'Python', 'SQL']",Remote,4560000,4048000
7,Lead,"['FAISS', 'Generative AI', 'Microservices', 'PyTorch', 'Rust', 'SQL']",Mumbai,4422000,4535000
19,Lead,"['CSS', 'Node.js', 'Power BI', 'Python', 'RAG', 'Tailwind CSS', 'TypeScript']",Pune,4407000,4060000
13,Lead,"['Authentication', 'Computer Vision', 'DynamoDB', 'Excel', 'GitHub Actions', 'LLM', 'Python', 'SQL', 'Scikit-learn', 'TypeScript']",Hyderabad,4775000,4678000
1,Junior,"['CI/CD', 'Nginx', 'Python']",Delhi,847000,840000
8,Mid,"['FAISS', 'Firebase', 'Python', 'Scikit-learn', 'TensorFlow', 'iOS Development']",Bangalore,2222000,1977000
17,Lead,"['AWS', 'DynamoDB', 'RAG', 'Rust', 'SQL']",Mumbai,4855000,5311000
9,Manager,"['Dart', 'Deep Learning', 'Generative AI', 'Microservices', 'PyTorch', 'Python', 'Rust', 'SQL']",Gurgaon,5211000,5313000
16,Manager,"['Dart', 'Microservices', 'Pandas', 'SQL']",Bangalore,5514000,5162000
20,Director,"['Node.js', 'Python', 'Rust', 'SQL']",Bangalore,8953000,8306000
0,Junior,"['Deep Learning', 'OpenAI API', 'Python']",Pune,575000,592000
3,Mid,"['Authentication', 'CSS', 'Python', 'Rust', 'Tableau']",Pune,1154000,1061000
8,Lead,"['Angular', 'Django', 'FastAPI', 'LangChain', 'NLP', 'OpenAI API', 'Pandas', 'Python', 'SQL']",Delhi,4470000,4651000
19,Director,"['Node.js', 'Prompt Engineering', 'PyTorch', 'Python', 'React', 'Testing', 'Vector Databases']",Delhi,7545000,8352000
4,Junior,"['Azure', 'DynamoDB', 'Python', 'Scikit-learn', 'Testing']",Delhi,1170000,1145000
17,Mid,"['MySQL', 'SQL', 'Spring Boot']",Chennai,2362000,2390000
2,Junior,"['Python', 'REST API', 'SQLite', 'Spark', 'Tableau']",Delhi,909000,812000
19,Lead,"['Android Development', 'Authentication', 'Data Analysis', 'Data Science', 'DynamoDB', 'GCP', 'NLP', 'Python', 'SQL', 'TensorFlow']",Bangalore,5748000,6805000
7,Mid,"['Nginx', 'Python', 'RAG', 'SQL', 'Swift']",Mumbai,2103000,2195000
10,Senior,"['Docker', 'Express.js', 'GitHub Actions', 'Python', 'SQL', 'Scikit-learn', 'Vue.js', 'iOS Development']",Bangalore,3918000,3560000
12,Manager,"['Android Development', 'Data Science', 'Django', 'GCP', 'Python', 'TypeScript']",Remote,4886000,5087000
7,Senior,"['Agile', 'CI/CD', 'Data Pipelines', 'Docker', 'GraphQL', 'MongoDB', 'NumPy', 'PostgreSQL', 'Python']",Delhi,3392000,3929000
18,Senior,"['Agile', 'LangChain', 'Node.js', 'Python', 'React Native', 'SQL', 'Vector Databases']",Bangalore,4278000,3847000
18,Lead,"['C', 'Firebase', 'GraphQL', 'JavaScript', 'MongoDB', 'PyTorch', 'SQL', 'Tailwind CSS']",Mumbai,5101000,5342000
19,Senior,"['DynamoDB', 'Kafka', 'Node.js', 'NumPy', 'Python', 'RAG', 'SQL', 'Vue.js']",Noida,4278000,5431000
14,Mid,"['Deep Learning', 'HTML', 'Hadoop', 'Kubernetes', 'Prompt Engineering', 'TensorFlow']",Hyderabad,2788000,3101000
6,Mid,"['C', 'Data Science', 'JavaScript', 'PostgreSQL', 'Python', 'React', 'iOS Development']",Pune,1715000,1782000
14,Lead,"['Apache Spark', 'C', 'Excel', 'Python', 'Rust', 'SQL', 'Swift', 'Testing']",Gurgaon,4616000,5411000
19,Director,"['OpenAI API', 'Pandas', 'Python', 'SQL']",Gurgaon,7743000,7937000
14,Senior,"['Android Development', 'FastAPI', 'PostgreSQL', 'PyTorch', 'SQL', 'System Design', 'TypeScript']",Noida,3679000,4056000
13,Manager,"['CI/CD', 'Dashboarding', 'Deep Learning', 'Django', 'ETL', 'Nginx', 'SQL']",Delhi,5464000,6305000
8,Mid,"['API Design', 'Authentication', 'LangChain', 'MLOps', 'Machine Learning']",Bangalore,2560000,2614000
16,Mid,"['Python', 'SQL', 'Scikit-learn']",Bangalore,2769000,2724000
6,Mid,"['FastAPI', 'HTML', 'Next.js', 'Python', 'SQL', 'Terraform', 'Testing']",Gurgaon,2206000,1795000
3,Mid,"['API Design', 'Excel', 'GCP', 'Kotlin', 'LangChain', 'Python', 'SQL']",Hyderabad,1490000,1523000
15,Senior,"['AWS', 'Next.js', 'Redis', 'SQL']",Chennai,2807000,2819000
7,Senior,"['AWS', 'Dashboarding', 'FAISS', 'Generative AI', 'Nginx', 'Python', 'SQL']",Gurgaon,3380000,3367000
18,Lead,"['Groq API', 'Kafka', 'LangChain', 'Next.js', 'RAG', 'REST API', 'Tailwind CSS']",Pune,4318000,4560000
4,Lead,"['Firebase', 'Prompt Engineering', 'Python', 'SQL', 'iOS Development']",Pune,3149000,2980000
19,Director,"['Data Pipelines', 'Excel', 'Go', 'Python', 'SQL', 'SQLite', 'TensorFlow', 'Testing']",Hyderabad,7006000,6358000
13,Senior,"['Agile', 'DynamoDB', 'Excel', 'Firebase', 'MLOps', 'Nginx', 'React Native', 'SQL', 'Vue.js']",Gurgaon,3757000,4546000
10,Lead,"['Azure', 'Deep Learning', 'NumPy', 'PyTorch', 'Spring Boot', 'Statistics']",Delhi,4833000,4808000
5,Senior,"['Docker', 'JavaScript', 'Python', 'REST API', 'React', 'SQL', 'Testing']",Noida,2779000,2863000
1,Junior,"['Python', 'SQL']",Hyderabad,840000,871000
15,Senior,"['Docker', 'MLOps', 'Python', 'SQL']",Mumbai,4128000,3529000
17,Director,"['Android Development', 'Azure', 'Dashboarding', 'Data Pipelines', 'Kotlin', 'MySQL']",Mumbai,8102000,7179000
1,Junior,"['Python', 'SQL']",Delhi,847000,835000
4,Mid,"['GitHub Actions', 'Go', 'Spark']",Mumbai,1931000,1850000
2,Mid,"['Express.js', 'Firebase', 'Flutter', 'Python']",Hyderabad,1435000,1566000
6,Junior,"['Python', 'SQL']",Pune,1082000,1123000
0,Junior,"['Kotlin', 'Python', 'SQL', 'Spring Boot']",Pune,506000,489000
6,Senior,"['ETL', 'MongoDB', 'Python', 'SQL', 'Swift']",Mumbai,3484000,3564000
17,Director,"['Azure', 'Dashboarding', 'Rust', 'SQL']",Hyderabad,6742000,6890000
12,Senior,"['Android Development', 'Django', 'JavaScript', 'MySQL', 'Python', 'SQL', 'TensorFlow']",Hyderabad,3077000,3307000
0,Junior,"['Excel', 'Hadoop', 'SQL']",Bangalore,760000,807000
12,Lead,"['DynamoDB', 'HTML', 'LLM', 'Machine Learning', 'Python', 'Spark', 'Tableau', 'TypeScript']",Chennai,4310000,5224000
18,Director,"['Android Development', 'GraphQL', 'JavaScript', 'Pandas', 'Python', 'React Native', 'SQL']",Gurgaon,7803000,9176000
17,Director,"['C', 'Java', 'JavaScript', 'MLOps', 'Next.js', 'Node.js', 'Python', 'iOS Development']",Delhi,7361000,8166000
7,Mid,"['Data Science', 'GCP', 'Groq API']",Bangalore,2279000,2088000
18,Manager,"['GCP', 'Machine Learning', 'SQL', 'TensorFlow']",Gurgaon,6141000,5988000
16,Senior,"['Data Science', 'Java', 'Python', 'Rust']",Delhi,4075000,4322000
4,Senior,"['C', 'Excel', 'Kubernetes', 'Python', 'REST API', 'SQL', 'Tailwind CSS', 'Testing', 'Vector Databases']",Bangalore,2979000,2838000
14,Manager,"['Flutter', 'LangGraph', 'Pandas', 'Python']",Delhi,5561000,5628000
19,Lead,"['Data Science', 'Deep Learning', 'Kubernetes', 'Python', 'SQL']",Remote,4649000,5098000
15,Manager,"['Authentication', 'Deep Learning', 'Express.js', 'FastAPI', 'NLP']",Pune,4080000,4824000
3,Mid,"['Deep Learning', 'DynamoDB', 'Machine Learning', 'Next.js', 'Python', 'SQL']",Mumbai,1872000,1684000
4,Mid,"['MongoDB', 'Prompt Engineering', 'Python', 'iOS Development']",Pune,1443000,1422000
10,Senior,"['MLOps', 'Node.js', 'OpenAI API', 'React', 'SQL', 'TypeScript']",Bangalore,3975000,4130000
5,Lead,"['AWS', 'Machine Learning', 'Python', 'RAG', 'SQL', 'Tableau', 'Testing', 'Vue.js']",Noida,3905000,3610000
14,Lead,"['C++', 'LangChain', 'Next.js', 'PostgreSQL', 'React Native', 'System Design', 'Terraform']",Gurgaon,5200000,5440000
9,Manager,"['Bootstrap', 'CSS', 'Computer Vision', 'Java', 'Kotlin', 'Python', 'SQL', 'System Design', 'Terraform']",Delhi,5037000,4436000
2,Mid,"['Authentication', 'C', 'Django', 'Docker', 'MySQL', 'SQL', 'SQLite']",Chennai,1304000,1373000
0,Junior,"['Apache Spark', 'C', 'NLP', 'SQL', 'Terraform']",Mumbai,894000,963000
17,Manager,"['Hadoop', 'JavaScript', 'Node.js', 'Python', 'SQL']",Hyderabad,5051000,4253000
5,Mid,"['Generative AI', 'Kotlin', 'LangGraph', 'NumPy', 'React', 'SQL', 'Statistics']",Bangalore,2142000,2588000
15,Senior,"['AWS', 'LangChain', 'PostgreSQL', 'Python', 'RAG', 'SQLite', 'Spark', 'TensorFlow']",Delhi,4184000,4387000
1,Junior,"['Go', 'Kotlin', 'MySQL', 'Python', 'SQL']",Mumbai,831000,949000
18,Director,"['C', 'Java', 'LangChain', 'Python', 'SQL', 'Vue.js']",Gurgaon,8662000,8542000
9,Senior,"['Dart', 'Groq API', 'Kubernetes', 'MLOps', 'Python', 'TypeScript']",Mumbai,3736000,4189000
4,Mid,"['C++', 'Data Pipelines', 'Django', 'Docker', 'Kafka', 'Python', 'SQL']",Mumbai,2031000,2318000
2,Senior,"['API Design', 'AWS', 'Authentication', 'Go', 'PostgreSQL', 'REST API', 'SQL', 'System Design']",Bangalore,2827000,2467000
20,Senior,"['Computer Vision', 'Dart', 'Dashboarding', 'Excel', 'Firebase', 'Python', 'Terraform']",Noida,4594000,5289000
3,Mid,"['Angular', 'C', 'Kafka', 'SQL']",Delhi,1742000,1610000
0,Junior,"['C++', 'FastAPI', 'Spring Boot', 'Vector Databases']",Bangalore,702000,717000
3,Junior,"['Authentication', 'NLP', 'Python', 'Redis']",Mumbai,1055000,1029000
0,Mid,"['Generative AI', 'MLOps', 'Python']",Bangalore,1439000,1441000
13,Lead,"['C++', 'CI/CD', 'Data Science', 'GCP', 'Python', 'SQL']",Mumbai,4694000,4883000
12,Senior,"['Flutter', 'Kubernetes', 'OpenAI API', 'Prompt Engineering', 'SQL', 'SQLite']",Mumbai,3782000,3803000
11,Lead,"['API Design', 'Microservices', 'REST API', 'Rust', 'SQL', 'Tailwind CSS']",Pune,3583000,3591000
6,Senior,"['CI/CD', 'Deep Learning', 'ETL', 'FAISS']",Noida,2982000,3238000
8,Mid,"['Docker', 'Excel', 'GCP', 'Next.js', 'Python', 'React Native', 'SQLite']",Noida,2415000,2368000
8,Mid,"['Express.js', 'JavaScript', 'Nginx', 'Python']",Gurgaon,2465000,2201000
7,Senior,"['AWS', 'Azure', 'CI/CD', 'Dart', 'FastAPI', 'MLOps', 'Machine Learning', 'Python', 'SQL']",Noida,3537000,3397000
7,Mid,"['Bootstrap', 'Data Analysis', 'GraphQL', 'Next.js', 'Python', 'Terraform']",Hyderabad,2076000,2146000
4,Senior,"['LangGraph', 'Python', 'RAG', 'SQL']",Chennai,2431000,2332000
14,Director,"['Azure', 'FastAPI', 'Groq API', 'Machine Learning', 'MongoDB', 'SQL', 'Testing', 'TypeScript']",Bangalore,7568000,8531000
0,Junior,"['MongoDB', 'SQL']",Bangalore,704000,691000
6,Senior,"['Bootstrap', 'Data Science', 'GitHub Actions', 'Next.js', 'Python', 'SQL']",Chennai,2845000,3005000
14,Senior,"['Generative AI', 'MongoDB', 'PyTorch', 'Rust', 'SQL']",Delhi,4157000,4404000
7,Senior,"['Power BI', 'Python', 'SQL', 'TypeScript']",Mumbai,3609000,3921000
14,Manager,"['Apache Spark', 'Express.js', 'FAISS', 'LLM', 'NumPy', 'Python', 'SQL', 'Swift', 'System Design']",Hyderabad,4672000,4175000
16,Manager,"['Dashboarding', 'MLOps', 'MySQL', 'SQL']",Delhi,5036000,5649000
12,Lead,"['JavaScript', 'Kotlin', 'Python', 'React Native', 'SQL', 'Scikit-learn']",Bangalore,4325000,4496000
1,Junior,"['Microservices', 'Next.js', 'SQL']",Delhi,901000,996000
5,Mid,"['Apache Spark', 'Dart', 'Power BI', 'Python', 'React', 'SQL']",Bangalore,2115000,2086000
15,Senior,"['AWS', 'Bootstrap', 'CI/CD', 'SQL', 'Tableau']",Bangalore,4157000,4475000
15,Senior,"['Authentication', 'Flutter', 'Java', 'OpenAI API', 'REST API', 'SQL', 'Scikit-learn', 'System Design']",Bangalore,4316000,4234000
18,Manager,"['AWS', 'Apache Spark', 'C++', 'DynamoDB', 'Express.js', 'MongoDB', 'MySQL', 'Power BI', 'SQL']",Remote,5082000,4696000
16,Senior,"['Computer Vision', 'Kafka', 'Kubernetes', 'NLP', 'Python', 'SQL']",Hyderabad,4198000,4170000
20,Lead,"['AWS', 'Bootstrap', 'LangGraph', 'Python', 'SQL']",Chennai,4120000,4163000
5,Senior,"['Deep Learning', 'GraphQL', 'Power BI', 'Python', 'Rust', 'SQL']",Chennai,2415000,2318000
11,Senior,"['Angular', 'Dashboarding', 'Flutter', 'Kubernetes', 'MLOps', 'Python', 'Rust', 'SQL']",Chennai,3128000,3433000
9,Lead,"['FastAPI', 'HTML', 'Python', 'SQL', 'System Design']",Bangalore,4303000,3762000
12,Senior,"['JavaScript', 'NumPy', 'Python', 'React Native', 'SQL']",Noida,3405000,3254000
3,Mid,"['Django', 'Python', 'Vue.js']",Bangalore,1571000,1618000
8,Director,"['AWS', 'Azure', 'CI/CD', 'GitHub Actions', 'Python', 'System Design']",Hyderabad,7238000,6754000
14,Director,"['Prompt Engineering', 'PyTorch', 'Python', 'Testing']",Gurgaon,7892000,6716000
5,Senior,"['Computer Vision', 'Groq API', 'Power BI', 'React Native', 'TypeScript']",Hyderabad,2915000,3190000
7,Mid,"['Python', 'SQL', 'Scikit-learn']",Delhi,2055000,2138000
5,Senior,"['Django', 'Go', 'Pandas', 'PyTorch', 'SQL']",Bangalore,3127000,3038000
20,Director,"['Computer Vision', 'GraphQL', 'Kotlin', 'LangGraph', 'MLOps', 'REST API', 'Redis', 'SQL']",Hyderabad,6599000,7130000
15,Senior,"['AWS', 'CI/CD', 'FastAPI', 'REST API', 'SQL']",Pune,3158000,3476000
13,Lead,"['ETL', 'Hadoop', 'Java', 'Node.js', 'Python', 'SQL', 'SQLite', 'Spark', 'System Design', 'TypeScript']",Bangalore,5868000,6324000
11,Manager,"['CI/CD', 'Dart', 'Dashboarding', 'Excel', 'SQL', 'Spring Boot', 'TypeScript']",Hyderabad,4777000,4832000
16,Senior,"['PyTorch', 'Python', 'Tableau', 'Testing']",Gurgaon,3684000,4429000
20,Lead,"['Deep Learning', 'FastAPI', 'JavaScript', 'LLM', 'NLP', 'Python', 'React']",Mumbai,5887000,6100000
8,Lead,"['Firebase', 'Flutter', 'Java', 'LangChain', 'Python', 'SQL', 'System Design', 'TypeScript']",Noida,4658000,4684000
19,Director,"['Authentication', 'Python', 'SQL', 'System Design']",Bangalore,8126000,7519000
6,Senior,"['Kafka', 'LangGraph', 'PostgreSQL', 'Python', 'iOS Development']",Noida,3015000,3047000
5,Senior,"['Angular', 'GitHub Actions', 'GraphQL', 'Kubernetes', 'Python', 'Tailwind CSS']",Mumbai,3315000,3511000
6,Mid,"['Authentication', 'C++', 'Java', 'LLM', 'SQL', 'Tableau']",Remote,2037000,2334000
2,Senior,"['Authentication', 'Data Science', 'DynamoDB', 'Machine Learning', 'Python', 'Swift']",Hyderabad,2256000,2158000
20,Lead,"['Agile', 'Android Development', 'C', 'Deep Learning', 'Docker', 'Groq API', 'MLOps', 'Swift', 'System Design', 'Vector Databases']",Mumbai,5566000,6231000
12,Senior,"['Computer Vision', 'Flutter', 'Python', 'SQL']",Delhi,3555000,3670000
5,Lead,"['AWS', 'C++', 'ETL', 'Express.js', 'PyTorch', 'Python', 'SQL', 'Statistics', 'Terraform']",Mumbai,4315000,4721000
0,Junior,"['FAISS', 'SQL']",Delhi,698000,679000
3,Mid,"['Data Analysis', 'LangGraph', 'MongoDB', 'Python', 'Statistics', 'System Design', 'iOS Development']",Bangalore,1815000,1569000
15,Senior,"['HTML', 'Python', 'SQL', 'Vector Databases']",Gurgaon,3938000,4009000
4,Mid,"['C++', 'Docker', 'FastAPI', 'Groq API', 'OpenAI API', 'Python', 'SQL']",Delhi,1663000,1730000
15,Director,"['Data Analysis', 'Java', 'Pandas', 'Python', 'SQL']",Noida,7075000,7453000
17,Director,"['GCP', 'Hadoop', 'Pandas', 'SQL', 'Statistics']",Noida,7036000,9036000
11,Director,"['FastAPI', 'GraphQL', 'Hadoop', 'Python', 'Redis']",Gurgaon,7547000,8440000
4,Mid,"['Python', 'SQL', 'Statistics']",Remote,1591000,1664000
17,Senior,"['Authentication', 'Azure', 'ETL', 'Firebase', 'LLM', 'SQL']",Gurgaon,4248000,4864000
17,Lead,"['Excel', 'Node.js', 'Python', 'SQL', 'Spark']",Pune,3588000,3596000
16,Manager,"['Agile', 'Generative AI', 'HTML', 'Hadoop', 'LLM', 'Nginx', 'SQL', 'iOS Development']",Bangalore,6490000,6250000
3,Mid,"['Python', 'React', 'Redis']",Hyderabad,1673000,1577000
2,Mid,"['Agile', 'CSS', 'FastAPI', 'LangChain']",Delhi,1569000,1848000
14,Lead,"['Nginx', 'Pandas', 'Python', 'SQL', 'Terraform', 'Testing']",Mumbai,5184000,4904000
9,Manager,"['Apache Spark', 'C++', 'Dart', 'LangChain', 'LangGraph', 'MLOps', 'Machine Learning', 'Python', 'System Design']",Mumbai,5849000,5958000
7,Senior,"['Apache Spark', 'Firebase', 'Nginx', 'Python', 'SQL']",Chennai,2580000,2690000
8,Senior,"['Data Pipelines', 'Kubernetes', 'MLOps', 'Nginx', 'Swift']",Pune,2612000,2323000
1,Mid,"['Computer Vision', 'FastAPI', 'MySQL', 'Pandas', 'Vector Databases']",Bangalore,1338000,1510000
1,Junior,"['Deep Learning', 'DynamoDB', 'SQLite']",Pune,620000,609000
19,Senior,"['Authentication', 'C', 'Computer Vision', 'Data Science', 'Kubernetes', 'SQL']",Pune,3243000,2849000
16,Lead,"['Data Analysis', 'Java', 'SQL', 'System Design', 'iOS Development']",Hyderabad,4854000,4524000
1,Junior,"['JavaScript', 'Python', 'SQL']",Mumbai,790000,816000
2,Mid,"['Express.js', 'FAISS', 'Python', 'SQL', 'System Design']",Bangalore,1681000,1565000
7,Lead,"['Dart', 'Django', 'Express.js', 'GraphQL', 'MLOps', 'MySQL', 'SQL', 'Spark', 'Vector Databases']",Noida,4124000,3762000
15,Senior,"['CSS', 'Kubernetes', 'Python', 'Statistics', 'System Design', 'Vector Databases']",Mumbai,4075000,3842000
19,Director,"['AWS', 'Apache Spark', 'FastAPI', 'Pandas', 'Python', 'Redis', 'SQL']",Pune,5918000,4925000
18,Director,"['AWS', 'Azure', 'GCP', 'Kubernetes', 'Python']",Delhi,6960000,8078000
12,Manager,"['CI/CD', 'Django', 'Express.js', 'OpenAI API', 'PyTorch', 'Python', 'REST API', 'SQL', 'SQLite']",Hyderabad,5163000,5063000
13,Senior,"['Angular', 'Python', 'SQL', 'Scikit-learn', 'Vue.js']",Delhi,3471000,3870000
20,Manager,"['Authentication', 'Dart', 'HTML', 'Python', 'React Native', 'SQL', 'Scikit-learn', 'Tailwind CSS']",Mumbai,5630000,5357000
16,Mid,"['DynamoDB', 'LangChain', 'MongoDB', 'Python', 'SQL']",Delhi,2832000,3133000
16,Lead,"['Kubernetes', 'Python', 'REST API', 'SQL', 'Terraform']",Mumbai,5163000,5038000
9,Lead,"['AWS', 'Docker', 'OpenAI API', 'PostgreSQL', 'Python', 'Rust', 'Spark', 'Testing']",Gurgaon,4874000,5257000
16,Manager,"['Computer Vision', 'Pandas', 'Python', 'React', 'SQL', 'TypeScript', 'iOS Development']",Mumbai,5934000,5372000
15,Senior,"['C++', 'Kafka', 'Python', 'Swift']",Remote,3392000,3554000
17,Mid,"['Apache Spark', 'Kotlin', 'OpenAI API', 'Python']",Hyderabad,2467000,2571000
6,Senior,"['API Design', 'AWS', 'Angular', 'Django', 'Flutter', 'Kotlin', 'Python', 'SQL', 'Terraform']",Bangalore,3070000,2702000
3,Mid,"['FastAPI', 'Kafka', 'Python', 'SQL', 'Tableau']",Mumbai,1788000,1934000
20,Director,"['Hadoop', 'Java', 'Python', 'SQL']",Gurgaon,8200000,7400000
0,Mid,"['Apache Spark', 'Azure', 'Spring Boot']",Mumbai,1448000,1604000
8,Lead,"['CSS', 'Go', 'Kotlin', 'Microservices', 'PyTorch', 'Spark', 'Swift', 'TypeScript', 'Vue.js']",Pune,3307000,3286000
5,Senior,"['Docker', 'Java', 'MongoDB', 'Nginx', 'OpenAI API', 'Python']",Pune,2479000,2578000
19,Manager,"['C', 'Groq API', 'Kafka', 'Python', 'System Design', 'Tailwind CSS']",Delhi,5592000,5067000
16,Lead,"['CI/CD', 'Flutter', 'Kotlin', 'Kubernetes', 'Redis', 'SQL']",Mumbai,4743000,4930000
20,Mid,"['API Design', 'Data Pipelines', 'Java', 'Pandas', 'React', 'SQL']",Bangalore,3290000,3228000
5,Senior,"['LangChain', 'Microservices', 'PostgreSQL', 'Python', 'SQL']",Mumbai,3175000,3689000
2,Senior,"['API Design', 'C++', 'CSS', 'Docker', 'LLM', 'Vue.js']",Noida,2559000,2771000
11,Senior,"['Agile', 'Data Science', 'GCP', 'Hadoop', 'Kotlin', 'Redis', 'SQL', 'SQLite']",Mumbai,3937000,3587000
2,Mid,"['Python', 'RAG', 'SQL']",Noida,1613000,1584000
14,Mid,"['API Design', 'Bootstrap', 'CI/CD', 'GitHub Actions', 'Power BI', 'SQL', 'Testing']",Delhi,2705000,2515000
18,Senior,"['C++', 'Dashboarding', 'Java', 'LangGraph', 'Python', 'SQL', 'Statistics']",Bangalore,4433000,5033000
19,Manager,"['Authentication', 'C++', 'Deep Learning', 'Microservices', 'SQL', 'SQLite', 'Spring Boot', 'System Design', 'TensorFlow']",Bangalore,5840000,6401000
11,Lead,"['Dashboarding', 'Deep Learning', 'HTML', 'Node.js', 'NumPy', 'RAG', 'Redis']",Delhi,4935000,5281000
11,Lead,"['ETL', 'NumPy', 'REST API', 'SQL', 'Spark']",Delhi,4433000,3896000
11,Manager,"['Django', 'Express.js', 'Machine Learning', 'Python', 'React Native', 'Rust', 'Tableau', 'Vue.js', 'iOS Development']",Gurgaon,5030000,4795000
15,Senior,"['Agile', 'Apache Spark', 'CSS', 'Hadoop', 'Pandas', 'RAG', 'SQL', 'TypeScript']",Bangalore,3477000,3977000
19,Lead,"['AWS', 'Angular', 'Kubernetes', 'MLOps', 'Microservices', 'Python', 'Rust', 'Spark', 'Testing', 'TypeScript']",Chennai,4218000,4315000
18,Director,"['Excel', 'FAISS', 'FastAPI', 'Python', 'TypeScript']",Delhi,7324000,8898000
20,Senior,"['Apache Spark', 'Deep Learning', 'MLOps', 'NumPy', 'Python', 'SQL']",Mumbai,4768000,4255000
14,Mid,"['Data Pipelines', 'Deep Learning', 'FAISS', 'Prompt Engineering', 'SQL', 'Spring Boot']",Chennai,2185000,2219000
9,Lead,"['GCP', 'Hadoop', 'Kubernetes', 'MongoDB', 'MySQL', 'Next.js', 'Pandas', 'SQL', 'Tableau', 'Tailwind CSS']",Bangalore,5227000,5580000
18,Manager,"['Firebase', 'MLOps', 'Python', 'SQL', 'Testing']",Delhi,5674000,5435000
6,Lead,"['Data Pipelines', 'MySQL', 'NumPy', 'PostgreSQL', 'Prompt Engineering', 'SQL', 'Testing']",Delhi,4266000,4632000
10,Mid,"['Dart', 'Groq API', 'Pandas', 'React']",Bangalore,2857000,2598000
16,Mid,"['Agile', 'Python', 'SQL']",Noida,2847000,2868000
10,Lead,"['Android Development', 'Authentication', 'Firebase', 'Kubernetes', 'NumPy', 'Python', 'React', 'SQL', 'SQLite', 'Vue.js']",Remote,4394000,4652000
2,Senior,"['AWS', 'Java', 'Kubernetes', 'LangChain', 'PostgreSQL', 'Python', 'Spring Boot', 'iOS Development']",Remote,2442000,2402000
4,Mid,"['Authentication', 'Machine Learning', 'Python', 'SQL']",Chennai,1554000,2052000
3,Mid,"['Kafka', 'LangChain', 'NLP', 'Python', 'SQL']",Hyderabad,1615000,1688000
3,Mid,"['Kotlin', 'Node.js', 'Python', 'SQL', 'SQLite']",Mumbai,1567000,1595000
10,Senior,"['Android Development', 'Angular', 'Data Pipelines', 'Kotlin', 'Python', 'System Design', 'TensorFlow', 'Terraform']",Hyderabad,3108000,3159000
3,Junior,"['Go', 'JavaScript', 'PostgreSQL', 'Python']",Chennai,944000,856000
11,Senior,"['FAISS', 'Groq API', 'JavaScript', 'MySQL', 'Pandas', 'Python', 'Tableau', 'Testing']",Chennai,2911000,3384000
8,Senior,"['AWS', 'Docker', 'Excel', 'JavaScript', 'MLOps', 'Prompt Engineering', 'Python', 'SQL', 'Statistics']",Delhi,3206000,3094000
20,Lead,"['C', 'C++', 'Microservices', 'Python', 'Vue.js']",Bangalore,5110000,5782000
12,Manager,"['Dart', 'GitHub Actions', 'GraphQL', 'MLOps', 'NLP', 'Python', 'Redis', 'System Design']",Mumbai,6130000,6049000
16,Lead,"['AWS', 'GraphQL', 'Python', 'Scikit-learn', 'System Design']",Remote,4419000,4789000
15,Lead,"['C', 'CSS', 'Microservices', 'Python', 'SQL', 'Scikit-learn']",Delhi,5321000,6783000
5,Junior,"['Go', 'MLOps', 'SQL', 'SQLite']",Hyderabad,1439000,1555000
6,Senior,"['Authentication', 'Docker', 'FAISS', 'GraphQL', 'LLM', 'Python', 'Statistics']",Bangalore,3393000,3455000
20,Director,"['AWS', 'Excel', 'Power BI', 'PyTorch', 'Python', 'System Design']",Bangalore,8068000,7327000
6,Senior,"['API Design', 'GitHub Actions', 'Kubernetes', 'OpenAI API', 'Python']",Delhi,3169000,3071000
